id,text,label,sub_label,toxic_spans,tokens,toxic_list,BIO_tags
5034,علی کے عاشقوں کو شیعہ کہ کر طعن کرنا صحیح نہیں علی کا عاشق ہر صاحب ایمان ہے شیعہ کہ کر طعن کرنا غلط ہے اس سے بچنا چاہیے,non_toxic,normal,[],"['علی', 'کے', 'عاشقوں', 'کو', 'شیعہ', 'کہ', 'کر', 'طعن', 'کرنا', 'صحیح', 'نہیں', 'علی', 'کا', 'عاشق', 'ہر', 'صاحب', 'ایمان', 'ہے', 'شیعہ', 'کہ', 'کر', 'طعن', 'کرنا', 'غلط', 'ہے', 'اس', 'سے', 'بچنا', 'چاہیے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5042,روایات کاترجمہ اور قرآن کریم پر اگر اعتراض ہے تو کیا  کیا جا سکتا ہے,non_toxic,normal,[],"['روایات', 'کاترجمہ', 'اور', 'قرآن', 'کریم', 'پر', 'اگر', 'اعتراض', 'ہے', 'تو', 'کیا', 'کیا', 'جا', 'سکتا', 'ہے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5044,میں شیعہ یا سنی نھیں ہوں میں صرف مسلم حسینی ہوں، قرآن و حدیث کے مطابق نبی صلی اللہ علیہ وآلہ وسلم کے بعد اھل بیت علیھم السّلام امام علی سے امام مھدی علیہ السّلام تک افضل اور واجب اطاعت ہیں,non_toxic,normal,[],"['میں', 'شیعہ', 'یا', 'سنی', 'نھیں', 'ہوں', 'میں', 'صرف', 'مسلم', 'حسینی', 'ہوں', '،', 'قرآن', 'و', 'حدیث', 'کے', 'مطابق', 'نبی', 'صلی', 'اللہ', 'علیہ', 'وآلہ', 'وسلم', 'کے', 'بعد', 'اھل', 'بیت', 'علیھم', 'السّلام', 'امام', 'علی', 'سے', 'امام', 'مھدی', 'علیہ', 'السّلام', 'تک', 'افضل', 'اور', 'واجب', 'اطاعت', 'ہیں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5047,تمام اہلسنت کا اس بات پر اجماع ہے کہ حضرت ابو بکر رضی اللہ عنہ افضل ہیں اور یہ قادری اپنے آپ کو کہلوانے کہتا ہے کہ مولا علی رضی اللہ عنہ افضل ہیں تو پتہ چلا کہ یہ قادری کہلوانے والا قادری نہیں شیعہ ہے شیعہ اس نے خود ثابت کردیا,non_toxic,normal,[],"['تمام', 'اہلسنت', 'کا', 'اس', 'بات', 'پر', 'اجماع', 'ہے', 'کہ', 'حضرت', 'ابو', 'بکر', 'رضی', 'اللہ', 'عنہ', 'افضل', 'ہیں', 'اور', 'یہ', 'قادری', 'اپنے', 'آپ', 'کو', 'کہلوانے', 'کہتا', 'ہے', 'کہ', 'مولا', 'علی', 'رضی', 'اللہ', 'عنہ', 'افضل', 'ہیں', 'تو', 'پتہ', 'چلا', 'کہ', 'یہ', 'قادری', 'کہلوانے', 'والا', 'قادری', 'نہیں', 'شیعہ', 'ہے', 'شیعہ', 'اس', 'نے', 'خود', 'ثابت', 'کردیا']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5049,"اہلسنت کے دو گروہ 
ایک کا  ""کاں""  کالا
اور دوسرے کا "" چٹا ""
  مانتے دونوں علی ع کو ھیں  مگر نعوز باللہ اتنا فرق ۔
یقیناً مولا علی کو کوئی ""  گلیں باتیں "" نہ گھٹا سکتا ھے نہ بڑھا ۔ 
مولا علی حیدر کرار ، غیر فرار
بو تراب ، شیر یزداں ، 
لافتح   ، سیف اللہ ۔۔۔۔۔۔
سب سے بڑی افضلیت
ابو طالب کا بیٹا
رسول اللہ کا پروردہ علی ۔۔۔
جوہری ھی جانتے ھیں  علی ابن ابو طالب کو ۔",non_toxic,normal,[],"['اہلسنت', 'کے', 'دو', 'گروہ', 'ایک', 'کا', '""', 'کاں', '""', 'کالا', 'اور', 'دوسرے', 'کا', '""', 'چٹا', '""', 'مانتے', 'دونوں', 'علی', 'ع', 'کو', 'ھیں', 'مگر', 'نعوز', 'باللہ', 'اتنا', 'فرق', '۔', 'یقیناً', 'مولا', 'علی', 'کو', 'کوئی', '""', 'گلیں', 'باتیں', '""', 'نہ', 'گھٹا', 'سکتا', 'ھے', 'نہ', 'بڑھا', '۔', 'مولا', 'علی', 'حیدر', 'کرار', '،', 'غیر', 'فرار', 'بو', 'تراب', '،', 'شیر', 'یزداں', '،', 'لافتح', '،', 'سیف', 'اللہ', '۔', '۔', '۔', '۔', '۔', '۔', 'سب', 'سے', 'بڑی', 'افضلیت', 'ابو', 'طالب', 'کا', 'بیٹا', 'رسول', 'اللہ', 'کا', 'پروردہ', 'علی', '۔', '۔', '۔', 'جوہری', 'ھی', 'جانتے', 'ھیں', 'علی', 'ابن', 'ابو', 'طالب', 'کو', '۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Toxic', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5057,"جب رسول پاک ص نے فرما دیا میں اور علی ایک ہی نور کے دو حصے ہے تو یہ بحس کیوں ؟ 
نبی کا نور علی کا نور ایک ہے 
علی قرآن کی روح سے نفس رسول ہے 
پھر یہ بحس کیوں؟ 

نبی کے نور سے کوئی افضل ہو سکتا ہے ؟",non_toxic,normal,[],"['جب', 'رسول', 'پاک', 'ص', 'نے', 'فرما', 'دیا', 'میں', 'اور', 'علی', 'ایک', 'ہی', 'نور', 'کے', 'دو', 'حصے', 'ہے', 'تو', 'یہ', 'بحس', 'کیوں', '؟', 'نبی', 'کا', 'نور', 'علی', 'کا', 'نور', 'ایک', 'ہے', 'علی', 'قرآن', 'کی', 'روح', 'سے', 'نفس', 'رسول', 'ہے', 'پھر', 'یہ', 'بحس', 'کیوں', '؟', 'نبی', 'کے', 'نور', 'سے', 'کوئی', 'افضل', 'ہو', 'سکتا', 'ہے', '؟']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5136,یہ سنی ہے کیا ؟؟یا بریولی,non_toxic,normal,[],"['یہ', 'سنی', 'ہے', 'کیا', '؟', '؟', 'یا', 'بریولی']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5139,"دیوبندی ،شیہء،سنی ،بریلوی میں بٹ گئے
اپنے اپنے مقصدوں سے اسی لئے ھٹ کئے
اپنی اپنی مسجدیں ھیں ،اپنے اپنے پیر
ترکشوں میں زنگ کھائے ۔
سارے ٹوٹے ہوئے تیر ہیں
سینکڑوں خدا ہیں جن کے ایک جگہ کھڑےہیں
ایک خدا والے
ایک خدا والے سارے بکھرے پڑے ہیں۔۔۔
اس پر غور کریں۔
شکریہ!",non_toxic,normal,[],"['دیوبندی', '،', 'شیہء', '،', 'سنی', '،', 'بریلوی', 'میں', 'بٹ', 'گئے', 'اپنے', 'اپنے', 'مقصدوں', 'سے', 'اسی', 'لئے', 'ھٹ', 'کئے', 'اپنی', 'اپنی', 'مسجدیں', 'ھیں', '،', 'اپنے', 'اپنے', 'پیر', 'ترکشوں', 'میں', 'زنگ', 'کھائے', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', 'سارے', 'ٹوٹے', 'ہوئے', 'تیر', 'ہیں', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', 'سینکڑوں', 'خدا', 'ہیں', 'جن', 'کے', 'ایک', 'جگہ', 'کھڑےہیں', 'ایک', 'خدا', 'والے', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '۔', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', 'ایک', 'خدا', 'والے', 'سارے', 'بکھرے', 'پڑے', 'ہیں', '۔', '۔', '۔', 'اس', 'پر', 'غور', 'کریں', '۔', '۔', '۔', '۔', 'شکریہ', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '۔', '۔', '۔']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5221,"محترم جناب مفتی صاحب وقت, زمانہ اللہ کی صفات کا حصہ ہے, جو اس حدیث سے صابط ہوتا ہے ,اللہ فرماتا ہے کہ جب بندہ ز.مانے کو گالی دیتا ہے تو وہ مجھ کو گالی دیتا ہے, کیوں کہ زمانہ تو میں ہی ہوں ,",non_toxic,normal,[],"['محترم', 'جناب', 'مفتی', 'صاحب', '(', 'Time', ')', 'وقت', ',', 'زمانہ', 'اللہ', 'کی', 'صفات', 'کا', 'حصہ', 'ہے', ',', 'جو', 'اس', 'حدیث', 'سے', 'صابط', 'ہوتا', 'ہے', ',', 'اللہ', 'فرماتا', 'ہے', 'کہ', 'جب', 'بندہ', 'ز', 'مانے', 'کو', 'گالی', 'دیتا', 'ہے', 'تو', 'وہ', 'مجھ', 'کو', 'گالی', 'دیتا', 'ہے', ',', 'کیوں', 'کہ', 'زمانہ', 'تو', 'میں', 'ہی', 'ہوں', ',']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5222,"محترم مفتی صاحب (وقت) جسکو شریعت میں زمانے سے تشبیہ دی گئی ہے وہ دراصل اللہ ہی ہے یہی وجہ ہے کہ اللہ فرماتا ہے کہ بندہ جب زمانے کو گالی دیتا ہے یا برا بھلا کہتا ہے تو وہ مجھے گالی دیتا ہے, کیوں کہ زمانہ میں ہی ہوں,",non_toxic,normal,[],"['محترم', 'مفتی', 'صاحب', 'Time', '(', 'وقت', ')', 'جسکو', 'شریعت', 'میں', 'زمانے', 'سے', 'تشبیہ', 'دی', 'گئی', 'ہے', 'وہ', 'دراصل', 'اللہ', 'ہی', 'ہے', 'یہی', 'وجہ', 'ہے', 'کہ', 'اللہ', 'فرماتا', 'ہے', 'کہ', 'بندہ', 'جب', 'زمانے', 'کو', 'گالی', 'دیتا', 'ہے', 'یا', 'برا', 'بھلا', 'کہتا', 'ہے', 'تو', 'وہ', 'مجھے', 'گالی', 'دیتا', 'ہے', ',', 'کیوں', 'کہ', 'زمانہ', 'میں', 'ہی', 'ہوں', ',']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5223,مولانہ صاحب اسکو نہج البلاغہ پڑھ کے بتاؤ یا کسی شیعہ عالم کو بٹھاؤ یہ وہی سوال پوچھ رہا ہے جو مولا علی سے پوچھے گئے تھے,non_toxic,normal,[],"['مولانہ', 'صاحب', 'اسکو', 'نہج', 'البلاغہ', 'پڑھ', 'کے', 'بتاؤ', 'یا', 'کسی', 'شیعہ', 'عالم', 'کو', 'بٹھاؤ', 'یہ', 'وہی', 'سوال', 'پوچھ', 'رہا', 'ہے', 'جو', 'مولا', 'علی', 'سے', 'پوچھے', 'گئے', 'تھے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5224,"ساری گفتگو کا نچوڑ کیا ھے 

 میں نے مکمل سنی۔۔۔۔  مگر  سمجھ نہیں آئی",non_toxic,normal,[],"['ساری', 'گفتگو', 'کا', 'نچوڑ', 'کیا', 'ھے', 'میں', 'نے', 'مکمل', 'سنی', '۔', '۔', '۔', '۔', 'مگر', 'سمجھ', 'نہیں', 'آئی']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5231,اللہ تعالی آدم علیہ السلام سے کس زبان میں بات کرتا تھا بتا تو سکتا تھا لیکن بتایا نہیں کیونکہ اس کا ہدایت سے کوئی تعلق نہیں,non_toxic,normal,[],"['اللہ', 'تعالی', 'آدم', 'علیہ', 'السلام', 'سے', 'کس', 'زبان', 'میں', 'بات', 'کرتا', 'تھا', 'بتا', 'تو', 'سکتا', 'تھا', 'لیکن', 'بتایا', 'نہیں', 'کیونکہ', 'اس', 'کا', 'ہدایت', 'سے', 'کوئی', 'تعلق', 'نہیں']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
5232,الســـلام علیکم ورحمتہ مفتی یاسر ندیم واجدی صاحب کی کتابیں والی لنک دیجئے,non_toxic,normal,[],"['الســـلام', 'علیکم', 'ورحمتہ', 'مفتی', 'یاسر', 'ندیم', 'واجدی', 'صاحب', 'کی', 'کتابیں', 'والی', 'لنک', 'دیجئے']",['[]'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
